protein_id,protein_st19_cis_h2,protein_st19_trans_h2,protein_st19_all_pqtl_h2,protein_st19_polygenic_h2,protein_st19_total_h2,protein_st19_cis_h2_fraction,protein_st19_trans_h2_fraction,protein_hpa_has_match,protein_hpa_rna_tissue_prior,protein_hpa_protein_tissue_prior,protein_hpa_tissue_prior,protein_hpa_is_secreted,protein_hpa_is_membrane
PRG3:Q9Y2Y8:OID30383:v1,0.0226879704938736,0.108964825657652,0.131652796151525,0.1757,0.307352796151525,0.0738173550979779,0.354526872773046,1.0,0.7945197902927085,1.0,1.0,1.0,0.0
PAMR1:Q6UXH9:OID21153:v1,0.133532369701233,0.0351550502970913,0.168687419998324,0.1382,0.306887419998324,0.435118421282835,0.114553572438007,1.0,0.5525,0.35,0.5525,1.0,0.0
KLRD1:Q13241:OID20632:v1,0.10965063914821,0.0849625123433447,0.194613151491555,0.1116,0.306213151491555,0.358085988841778,0.277461996421429,1.0,0.755,0.35,0.755,0.0,1.0
CHL1:O00533:OID20366:v1,0.142013209052909,0.0216520004099459,0.163665209462855,0.1424,0.306065209462855,0.463996575442672,0.0707430957211544,1.0,0.785303971499844,1.0,1.0,1.0,1.0
CLGN:O14967:OID30957:v1,0.277931432558718,0.0,0.277931432558718,0.0277,0.305631432558718,0.909367960722828,0.0,1.0,0.8003267382606406,1.0,1.0,0.0,1.0
IGFBPL1:Q8WX77:OID20155:v1,0.177987267841307,0.00401697914154558,0.182004246982853,0.1234,0.305404246982853,0.582792379607283,0.013152990442111,1.0,0.8150000000000001,1.0,1.0,1.0,0.0
KLKB1:P03952:OID30760:v1,0.11552724692006,0.0930554686398759,0.208582715559936,0.0967,0.305282715559936,0.378427080970389,0.304817350924036,1.0,0.8712284551885703,0.5025,0.8712284551885703,1.0,0.0
CLSTN3:Q9BQT9:OID31092:v1,0.148857115305566,0.0300761949077152,0.178933310213281,0.1263,0.305233310213281,0.487683061857018,0.0985351005324403,1.0,0.807721755241463,1.0,1.0,0.0,1.0
PAEP:P09466:OID20925:v1,0.275229076676047,0.00106159997978394,0.276290676655831,0.0284,0.304690676655831,0.903306526136135,0.00348418924870186,1.0,0.7447210281342967,0.9325,0.9325,1.0,0.0
CXCL6:P80162:OID20613:v1,0.170530536699158,0.0164612642901008,0.186991800989259,0.1171,0.304091800989259,0.560786368275617,0.0541325489097362,1.0,0.6505151654689488,0.35,0.6505151654689488,1.0,0.0
CNTN4:Q8IWV2:OID21117:v1,0.138511626681958,0.0378570405495776,0.176368667231535,0.1277,0.304068667231535,0.455527456817795,0.124501616342965,1.0,0.755,1.0,1.0,0.0,0.0
LYPD8:Q6UX82:OID21251:v1,0.209390324341776,0.0361767011850549,0.245567025526831,0.0585,0.304067025526831,0.688632132928533,0.118976074838679,1.0,0.8310713928232525,1.0,1.0,1.0,0.0
C1RL:Q9NZP8:OID30721:v1,0.179274645356657,0.0146649311226053,0.193939576479262,0.1101,0.304039576479262,0.589642465078505,0.0482336256760493,1.0,0.8070445599921904,0.5025,0.8070445599921904,1.0,0.0
CD22:P20273:OID20637:v1,0.0357466473995437,0.0989290433986183,0.134675690798162,0.1689,0.303575690798162,0.117752008751289,0.325879332230172,1.0,0.8206077348056331,1.0,1.0,0.0,1.0
CYTL1:Q9NRR1:OID30374:v1,0.200165246252018,0.00108847488676999,0.201253721138788,0.1011,0.302353721138788,0.662023425734976,0.00360000493021998,1.0,0.7391175683343436,1.0,1.0,1.0,0.0
CNTN3:Q9P232:OID21092:v1,0.077429679992323,0.0371068169064214,0.114536496898744,0.1875,0.302036496898744,0.256358687732631,0.122855407500177,1.0,0.5525,1.0,1.0,0.0,0.0
TCL1A:P56279:OID20987:v1,0.0636481286627769,0.0524832796411924,0.116131408303969,0.1859,0.302031408303969,0.210733476429446,0.173767622168527,1.0,0.8100373458381898,0.9325,0.9325,0.0,0.0
RTN4R:Q9BZR6:OID21424:v1,0.103270702581227,0.0190446551232921,0.122315357704519,0.1797,0.302015357704519,0.341938580097848,0.0630585651936439,1.0,0.7358285533087257,1.0,1.0,0.0,1.0
PCDH17:O14917:OID20132:v1,0.120423480923778,0.0808444168914976,0.201267897815276,0.1007,0.301967897815276,0.398795639520084,0.267725203494819,1.0,0.7577155918900849,1.0,1.0,0.0,1.0
CFB:P00751:OID30755:v1,0.140217493987441,0.0255304546030108,0.165747948590452,0.1349,0.300647948590452,0.466384336380249,0.0849181067847194,1.0,0.877189364160208,0.5025,0.877189364160208,1.0,0.0
MATN2:O00339:OID20767:v1,0.10318584494107,0.0706072369449451,0.173793081886015,0.1267,0.300493081886016,0.343388421102524,0.23497125624918,1.0,0.5025,0.5525,0.5525,1.0,0.0
DSCAM:O60469:OID30993:v1,0.117149679894012,0.0331043424253961,0.150254022319409,0.1494,0.299654022319409,0.390949799329374,0.110475214613035,1.0,0.6800732973134807,1.0,1.0,0.0,1.0
ANGPTL7:O43827:OID21412:v1,0.144386107596632,0.0214866876544709,0.165872795251103,0.1337,0.299572795251103,0.481973363020521,0.0717244289037016,1.0,0.755,1.0,1.0,1.0,0.0
SBSN:Q6UWP8:OID30398:v1,0.163483728166804,0.0096458075104448,0.173129535677249,0.1264,0.299529535677249,0.545801694638096,0.0322031932131006,1.0,0.865,0.865,0.865,1.0,0.0
GLA:P06280:OID30594:v1,0.175714609278426,0.00596736841913556,0.181681977697562,0.1173,0.298981977697562,0.587709702877717,0.0199589569414511,1.0,0.5025,0.865,0.865,0.0,0.0
C1QA:P02745:OID20654:v1,0.114746230503388,0.0430076681772309,0.157753898680619,0.141,0.298753898680619,0.384082788576618,0.143956843298663,1.0,0.865,1.0,1.0,1.0,0.0
CD5L:O43866:OID30775:v1,0.0425598986276153,0.0822321276627915,0.124792026290406,0.1739,0.298692026290406,0.142487562042369,0.275307408383377,1.0,0.77976543774063,0.5025,0.77976543774063,1.0,0.0
CD300LG:Q6UXG3:OID21130:v1,0.0895933676472599,0.0335299751069098,0.123123342754169,0.1749,0.298023342754169,0.300625336321936,0.112507882090859,1.0,0.8047042160805807,1.0,1.0,0.0,1.0
NCR1:O76036:OID20566:v1,0.0556848088499519,0.0728637177148318,0.128548526564783,0.1694,0.297948526564783,0.186894056808984,0.244551361119045,1.0,0.7720560259036267,0.35,0.7720560259036267,0.0,1.0
EPPK1:P58107:OID30250:v1,0.220426537375829,0.00949430682722107,0.22992084420305,0.068,0.29792084420305,0.739882897302734,0.0318685550607198,1.0,0.6758828684844481,0.5025,0.6758828684844481,0.0,0.0
CD55:P08174:OID20377:v1,0.0947928675793757,0.0306901647925162,0.125483032371892,0.1719,0.297383032371892,0.318756812799032,0.103200793090766,1.0,0.5025,0.865,0.865,1.0,1.0
THBS2:P35442:OID21104:v1,0.115989172344338,0.0492881625782042,0.165277334922543,0.1321,0.297377334922543,0.39004039219919,0.165742835078679,1.0,0.8121363796350088,0.9325,0.9325,1.0,0.0
BMP10:O95393:OID30575:v1,0.112121404467036,0.0409407092021092,0.153062113669146,0.1432,0.296262113669146,0.378453400870047,0.138190836131785,1.0,0.9907891058884732,0.35,0.9907891058884732,1.0,0.0
MASP1:P48740:OID20954:v1,0.049887955399186,0.160675717127854,0.21056367252704,0.0852,0.29576367252704,0.168675060641955,0.54325710711874,1.0,0.8141144770131755,0.865,0.865,1.0,0.0
GFRA3:O60609:OID20933:v1,0.00672606352399424,0.0753383585259086,0.0820644220499028,0.2136,0.295664422049902,0.0227489783091284,0.254810362381689,1.0,0.755,1.0,1.0,0.0,1.0
ENPP6:Q6UWR7:OID30273:v1,0.101483152775497,0.0471792895257046,0.148662442301202,0.1469,0.295562442301202,0.343356050198279,0.159625455651178,1.0,0.6026279497030642,0.9325,0.9325,0.0,0.0
ACHE:P22303:OID30585:v1,0.108528793861478,0.0248872460725742,0.133416039934052,0.1619,0.295316039934052,0.367500505173082,0.0842732622248755,1.0,0.7029175076057693,0.865,0.865,0.0,1.0
RNASE6:Q93091:OID30689:v1,0.127137979329403,0.00983564387643312,0.136973623205836,0.1583,0.295273623205836,0.430576825484932,0.0333102691992798,1.0,0.7995882787828716,0.865,0.865,1.0,0.0
CCL14:Q16627:OID20401:v1,0.126848249283906,0.0253295109921062,0.152177760276013,0.1428,0.294977760276013,0.430026484590614,0.0858692227115874,1.0,0.8545255825867153,0.865,0.865,1.0,0.0
THBS4:P35443:OID20368:v1,0.0518375969694515,0.0478023330393068,0.0996399300087583,0.1953,0.294939930008758,0.175756456468651,0.162074809734603,1.0,0.8231589783088278,0.9325,0.9325,1.0,0.0
GCNT1:Q02742:OID21379:v1,0.15180821257366,0.0215895598571962,0.173397772430856,0.1214,0.294797772430856,0.514957122375361,0.0732351526240246,1.0,0.6452371794174009,1.0,1.0,0.0,0.0
EPHA4:P54764:OID30622:v1,0.024860716016524,0.160286845260055,0.185147561276579,0.1093,0.294447561276579,0.0844317266841681,0.5443646555099,1.0,0.7577155918900849,0.9325,0.9325,0.0,1.0
HAVCR2:Q8TDQ0:OID21137:v1,0.0869896613800233,0.0204648620673042,0.107454523447327,0.1866,0.294054523447327,0.295828339452854,0.0695954676275197,1.0,0.5025,1.0,1.0,0.0,1.0
IGDCC4:Q8TDY8:OID30402:v1,0.0998278371957911,0.00557001017392558,0.105397847369716,0.1879,0.293297847369716,0.340363347672146,0.0189909684775296,1.0,0.755,1.0,1.0,0.0,1.0
HEG1:Q9ULI3:OID30579:v1,0.0134757025890022,0.112257270783936,0.125732973372939,0.1671,0.292832973372939,0.046018392101767,0.383349147778419,1.0,0.5025,0.9325,0.9325,0.0,1.0
TNFSF12:O43508:OID20624:v1,0.0784672869207636,0.049447213826275,0.127914500747038,0.1635,0.291414500747038,0.269263494848792,0.169680004596605,1.0,0.5525,1.0,1.0,1.0,0.0
FLT3LG:P49771:OID20661:v1,0.0,0.115414849004519,0.115414849004519,0.1751,0.290514849004519,0.0,0.397276935757331,1.0,0.5025,0.35,0.5025,1.0,1.0
DLK1:P80370:OID20295:v1,0.133775326764186,0.0118130846123753,0.145588411376561,0.1447,0.290288411376561,0.460835918767191,0.0406943031461612,1.0,0.7045560259036265,0.35,0.7045560259036265,0.0,1.0
CNTNAP2:Q9UHC6:OID20556:v1,0.158308716051523,0.0137250500782326,0.172033766129756,0.1182,0.290233766129756,0.545452440501866,0.047289639180358,1.0,0.6800732973134807,1.0,1.0,0.0,1.0
ECM1:Q16610:OID30736:v1,0.249255202826631,0.0019052249766113,0.251160427803242,0.0386,0.289760427803242,0.860211329463815,0.00657517312165558,1.0,0.865,0.5025,0.865,1.0,0.0
BLMH:Q13867:OID20336:v1,0.180401000135284,0.0182240454784292,0.198625045613713,0.091,0.289625045613713,0.622877761669457,0.0629228920441344,1.0,0.8057752493003899,0.5025,0.8057752493003899,0.0,0.0
LGMN:Q99538:OID20773:v1,0.0777231545719042,0.0673610576791426,0.145084212251046,0.1445,0.289584212251046,0.268395690385649,0.232613018353175,1.0,0.5025,0.865,0.865,0.0,0.0
ART3:Q13508:OID20346:v1,0.0621051792992323,0.00768122716234589,0.0697864064615782,0.2195,0.289286406461578,0.21468405674112,0.0265523266588956,1.0,0.716503589427228,0.9325,0.9325,0.0,1.0
GALNT3:Q14435:OID20471:v1,0.102247232593034,0.0770908089312132,0.179338041524247,0.1099,0.289238041524247,0.353505479618809,0.266530669772739,1.0,0.7895974196707783,0.9325,0.9325,0.0,1.0
LY6D:Q14210:OID20708:v1,0.127605678101226,0.015421047836223,0.143026725937449,0.1456,0.288626725937449,0.442113174678358,0.0534290363656935,1.0,0.865,0.865,0.865,0.0,1.0
CPXM1:Q96SM3:OID21479:v1,0.101342205896576,0.0667635002189363,0.168105706115513,0.1205,0.288605706115513,0.351144151862385,0.231331185781249,1.0,0.8005419717933108,0.9325,0.9325,1.0,0.0
KLK11:Q9UBX7:OID21518:v1,0.106595332421681,0.062984106910175,0.169579439331856,0.1182,0.287779439331856,0.370406352410603,0.218862428311093,1.0,0.8312621943529453,0.865,0.865,1.0,0.0
IL1R1:P14778:OID21116:v1,0.036934705995515,0.0982755064183216,0.135210212413836,0.1521,0.287310212413836,0.128553404646525,0.342053648537794,1.0,0.5025,0.35,0.5025,1.0,1.0
ASGR2:P07307:OID30679:v1,0.0756342657534261,0.0845840543072529,0.160218320060679,0.127,0.287218320060679,0.263333709832462,0.294493938580879,1.0,0.9028153527075446,1.0,1.0,0.0,1.0
CTSF:Q9UBX1:OID21500:v1,0.0370115840160447,0.084211683034632,0.121223267050676,0.1648,0.286023267050676,0.129400605753821,0.294422491928643,1.0,0.8046577493341843,0.865,0.865,0.0,0.0
CELA2A:P08217:OID30411:v1,0.0121987079781661,0.0889173827459111,0.101116090724077,0.1847,0.285816090724077,0.0426802701949437,0.311099989229614,1.0,1.0,1.0,1.0,1.0,0.0
CCL18:P55774:OID20395:v1,0.153749360097899,0.00801000962042283,0.161759369718322,0.1238,0.285559369718322,0.538414692011538,0.0280502426809666,1.0,0.7358828684844482,0.9325,0.9325,1.0,0.0
ERMAP:Q96PL5:OID30539:v1,0.0119767609484066,0.16074193645609,0.172718697404496,0.1122,0.284918697404496,0.0420357142493997,0.564167735990615,1.0,0.5025,0.9325,0.9325,0.0,1.0
CRELD2:Q6UXH1:OID20751:v1,0.112093827078365,0.0388799492404356,0.150973776318801,0.1339,0.284873776318801,0.393485944992429,0.136481320754934,1.0,0.5025,1.0,1.0,0.0,0.0
F13B:P05160:OID30781:v1,0.118703974840673,0.0467825723927353,0.165486547233408,0.1186,0.284086547233408,0.417844406912886,0.16467718323282,1.0,1.0,0.5525,1.0,1.0,0.0
MET:P08581:OID20269:v1,0.0321464825375192,0.0944022699990919,0.126548752536611,0.157,0.283548752536611,0.113371976599927,0.332931353619349,1.0,0.7725738896574503,0.9325,0.9325,1.0,1.0
DNER:Q8NFT8:OID20712:v1,0.0739721690913525,0.0208139868563522,0.0947861559477047,0.1886,0.283386155947704,0.261029579387791,0.0734474370730841,1.0,0.8091898951363933,1.0,1.0,0.0,1.0
TPK1:Q9H3S4:OID30338:v1,0.133813797877882,0.017905558215854,0.151719356093736,0.1312,0.282919356093736,0.472975054536556,0.0632885584891603,1.0,0.7416035235555547,1.0,1.0,0.0,0.0
RET:P07949:OID21346:v1,0.120177716766485,0.0164048820105131,0.136582598776999,0.1458,0.282382598776999,0.425584711263995,0.0580945216934853,1.0,0.755,1.0,1.0,0.0,1.0
HDDC2:Q7Z4H3:OID31447:v1,0.26622970796128,0.0,0.26622970796128,0.0157,0.28192970796128,0.944312360291749,0.0,1.0,0.8114825526178343,0.5025,0.8114825526178343,0.0,0.0
KLRK1:P26718:OID31082:v1,0.16076660653736,0.0348450052142403,0.195611611751601,0.0857,0.281311611751601,0.571489408262742,0.123866217243135,1.0,0.7720765978274807,0.35,0.7720765978274807,0.0,1.0
DKK3:Q9UBP4:OID20264:v1,0.0955799849541227,0.0535099280230219,0.149089912977144,0.1322,0.281289912977144,0.339791725705744,0.190230525711633,1.0,0.865,1.0,1.0,1.0,0.0
STX7:O15400:OID30560:v1,0.211436629930052,0.00541554559889712,0.21685217552895,0.0642,0.28105217552895,0.752303836581666,0.0192688264686258,1.0,0.5025,0.5025,0.5025,0.0,1.0
CD36:P16671:OID30485:v1,0.0525938317021064,0.0867723339936306,0.139366165695737,0.1407,0.280066165695737,0.187790737133325,0.309827978606669,1.0,0.865,0.865,0.865,0.0,1.0
MARCO:Q9UEW3:OID20210:v1,0.0497935089915745,0.0718976797823255,0.1216911887739,0.1578,0.2794911887739,0.178157705829703,0.25724488882005,1.0,0.8167880783354416,1.0,1.0,0.0,1.0
SPINK1:P00995:OID21097:v1,0.168324630659726,0.00257026686744726,0.170894897527173,0.108,0.278894897527173,0.603541449313629,0.0092158977816969,1.0,0.912833345641454,1.0,1.0,1.0,0.0
TNFSF10:P50591:OID20611:v1,0.0216273384923125,0.15764760322945,0.179274941721763,0.0995,0.278774941721763,0.0775799229254187,0.565501340456897,1.0,0.5025,1.0,1.0,1.0,1.0
IGFBP3:P17936:OID20398:v1,0.120167405219499,0.0283128156483383,0.148480220867838,0.1297,0.278180220867838,0.431976812889909,0.10177867987886,1.0,0.865,0.9325,0.9325,1.0,0.0
TIE1:P35590:OID20303:v1,0.0200499507755716,0.179741354239479,0.199791305015051,0.0783,0.278091305015051,0.0720984454170059,0.646339353291723,1.0,0.5525,1.0,1.0,0.0,1.0
CNDP1:Q96KN2:OID20347:v1,0.11664734670281,0.0659399474425516,0.182587294145362,0.0955,0.278087294145362,0.419463057675107,0.23711959816504,1.0,0.7358828684844482,0.865,0.865,1.0,0.0
FGFBP3:Q8TAT2:OID31108:v1,0.0840327530951689,0.0766926278247219,0.16072538091989,0.1173,0.27802538091989,0.302248495504738,0.275847577551992,1.0,0.755,0.35,0.755,1.0,0.0
WIF1:Q9Y5W5:OID21464:v1,0.028434381066791,0.05878175152843,0.087216132595221,0.1907,0.277916132595221,0.102312812146839,0.211508957682727,1.0,0.7689030019518819,0.35,0.7689030019518819,1.0,0.0
PLAU:P00749:OID21124:v1,0.0305288280888143,0.111692204485462,0.142221032574276,0.1354,0.277621032574276,0.109965832940436,0.402318957788543,1.0,0.8037123991512013,0.9325,0.9325,1.0,0.0
WFIKKN1:Q96NZ8:OID20939:v1,0.0553318817405921,0.0371745843730099,0.092506466113602,0.1851,0.277606466113602,0.199317697873612,0.13391108965667,1.0,0.8150000000000001,0.35,0.8150000000000001,1.0,0.0
ESM1:Q9NQ30:OID20758:v1,0.0340221953682203,0.0214579494064273,0.0554801447746476,0.2214,0.276880144774647,0.122876977675343,0.0774990544153751,1.0,0.755,0.35,0.755,1.0,0.0
GALNT2:Q10471:OID21423:v1,0.0792563773601293,0.0702298451205683,0.149486222480697,0.1272,0.276686222480697,0.286448586595808,0.253824872416506,1.0,0.5025,0.865,0.865,0.0,0.0
PODXL2:Q9NZ53:OID21487:v1,0.0527073868348997,0.0367408210608754,0.0894482078957751,0.1868,0.276248207895775,0.19079720819324,0.132999310079641,1.0,0.7981980164751661,1.0,1.0,0.0,1.0
QSOX1:O00391:OID30729:v1,0.219282875082286,0.00310867246197724,0.222391547544263,0.0535,0.275891547544263,0.794815488311054,0.0112677336063675,1.0,0.5025,0.5025,0.5025,1.0,1.0
MEP1A:Q16819:OID31459:v1,0.0282171927531291,0.133364459964311,0.16158165271744,0.1141,0.27568165271744,0.102354264329843,0.483762552385026,1.0,0.9763097602826352,1.0,1.0,0.0,1.0
MOCS2:O96007:OID30638:v1,0.194438863775904,0.00613936251923299,0.200578226295137,0.0747,0.275278226295137,0.706335791220327,0.0223023905735673,1.0,0.5025,0.5525,0.5525,0.0,0.0
CPA1:P15085:OID20280:v1,0.020070965209728,0.0761937546064133,0.0962647198161414,0.1785,0.274764719816141,0.0730478251471242,0.2773054512144,1.0,1.0,1.0,1.0,1.0,0.0
ITGBL1:O95965:OID30408:v1,0.141593593255686,0.01565288012621,0.157246473381896,0.1174,0.274646473381896,0.515548557795607,0.0569928313058827,1.0,0.7185752922572499,0.35,0.7185752922572499,1.0,0.0
MMP10:P09238:OID20687:v1,0.172064072322022,0.0110912484169642,0.183155320738986,0.0913,0.274455320738986,0.626929264328816,0.0404118542395184,1.0,0.8795498061876085,0.35,0.8795498061876085,1.0,0.0
PEPD:P12955:OID30688:v1,0.120224312587598,0.0331392534794667,0.153363566067065,0.121,0.274363566067065,0.438193431842955,0.120785911753917,1.0,0.8311878952379483,0.9325,0.9325,0.0,0.0
TPP1:O14773:OID20750:v1,0.0708478238814867,0.0555914576750062,0.126439281556492,0.1479,0.274339281556493,0.25824892257326,0.202637614852682,1.0,0.5025,0.5025,0.5025,0.0,0.0
SELPLG:Q14242:OID20560:v1,0.132931078456093,0.0341800300051421,0.167111108461235,0.1071,0.274211108461236,0.484776416251151,0.124648597195594,1.0,0.7903694328029279,0.865,0.865,0.0,1.0
CXCL5:P42830:OID20207:v1,0.0783567613950703,0.0512648018251538,0.129621563220224,0.144,0.273621563220224,0.286369102174907,0.187356585576895,1.0,0.621749377036635,0.35,0.621749377036635,1.0,0.0
BTN2A1:Q7KYR7:OID20713:v1,0.0814780133377183,0.0134757305108464,0.0949537438485648,0.1785,0.273453743848564,0.297959033915585,0.0492797440663645,1.0,0.5025,0.865,0.865,0.0,1.0
SLITRK2:Q9H156:OID21409:v1,0.031007414708327,0.0421832170888466,0.0731906317971736,0.2001,0.273290631797173,0.11345948635129,0.154352956819074,1.0,0.6545560259036266,1.0,1.0,0.0,1.0
CRTAM:O95727:OID20914:v1,0.100587070635151,0.0376847249638834,0.138271795599034,0.1347,0.272971795599034,0.368488877813965,0.138053548283933,1.0,0.81486430675019,0.35,0.81486430675019,0.0,1.0
NPHS1:O60500:OID30540:v1,0.139050293687092,0.00423476520208765,0.14328505888918,0.1296,0.27288505888918,0.509556273447574,0.0155184941943171,1.0,0.6991323987123147,1.0,1.0,0.0,1.0
QPCT:Q16769:OID20320:v1,0.104829465145858,0.036413175639668,0.141242640785526,0.1316,0.272842640785526,0.384212177554246,0.133458522226705,1.0,0.8125110685715056,0.9325,0.9325,1.0,0.0
PCDH9:Q9HC56:OID31516:v1,0.0943770737840281,0.0223081348089846,0.116685208593012,0.156,0.272685208593012,0.346102651738941,0.0818091121410253,1.0,0.678407052496816,1.0,1.0,0.0,1.0
PTGR1:Q14914:OID30297:v1,0.158718889500985,0.0068795776142066,0.165598467115192,0.1064,0.271998467115192,0.583528617585067,0.0252927072978432,1.0,0.8480045318627503,0.865,0.865,0.0,0.0
CLEC4G:Q6UXB4:OID20590:v1,0.0419965736822186,0.0754271111580182,0.117423684840236,0.1545,0.271923684840236,0.154442499949546,0.277383381305434,1.0,0.7793836724502492,1.0,1.0,0.0,1.0
LTBP3:Q9NS15:OID21191:v1,0.134940573272253,0.0482889441905112,0.183229517462764,0.0884,0.271629517462764,0.496781699325998,0.177775024752715,1.0,0.8221347991485004,0.9325,0.9325,1.0,0.0
ROR1:Q01973:OID20224:v1,0.0722610538804731,0.0223240008587456,0.0945850547392188,0.1769,0.271485054739218,0.266169546422675,0.0822292073506201,1.0,0.7571211402675382,1.0,1.0,0.0,1.0
MFGE8:Q08431:OID21134:v1,0.0704976061495762,0.0649236326869991,0.135421238836575,0.1357,0.271121238836575,0.260022440337366,0.239463470164111,1.0,0.7858828684844481,1.0,1.0,1.0,0.0
NTRK3:Q16288:OID21057:v1,0.0389823411792542,0.0249752831167671,0.0639576242960213,0.2071,0.271057624296021,0.143815697051493,0.0921401240110172,1.0,0.626663009558436,1.0,1.0,0.0,1.0
VASN:Q6EMK4:OID20345:v1,0.130791702069687,0.00920069171138773,0.139992393781075,0.1307,0.270692393781075,0.483174647956552,0.0339894726367113,1.0,0.8033497792516882,1.0,1.0,1.0,1.0
GALNT10:Q86SR1:OID21371:v1,0.126819271858815,0.0377305764909728,0.164549848349788,0.1058,0.270349848349788,0.46909318659847,0.139562040523713,1.0,0.7797157844307347,0.865,0.865,0.0,0.0
LGALS7_LGALS7B:P47929:OID21406:v1,0.0332884670558466,0.0640883733229111,0.0973768403787577,0.1728,0.270176840378757,0.123209920617844,0.237208982209823,0.0,0.4475,0.4475,0.4475,0.0,0.0
MRC1:P22897:OID30694:v1,0.0564370177469386,0.0479706472363861,0.104407664983324,0.1654,0.269807664983324,0.209174997865337,0.177795716957674,1.0,0.8026604900974398,0.865,0.865,0.0,1.0
AGRN:O00468:OID20786:v1,0.111043555447179,0.0202333376220818,0.131276893069261,0.1384,0.269676893069261,0.411765183821886,0.0750280730091519,1.0,0.5525,0.5025,0.5525,1.0,0.0
FNDC1:Q4ZHG4:OID31127:v1,0.152983892323333,0.0208419803932949,0.173825872716628,0.0954,0.269225872716628,0.568236220314365,0.0774144779734156,1.0,0.755,1.0,1.0,1.0,0.0
ENTPD5:O75356:OID20104:v1,0.12870284311065,0.0468145201322123,0.175517363242863,0.0935,0.269017363242863,0.478418350247751,0.174020440791954,1.0,0.8245485947340289,1.0,1.0,1.0,0.0
PNLIP:P16233:OID30693:v1,0.0,0.117614107915866,0.117614107915866,0.1512,0.268814107915866,0.0,0.437529521153991,1.0,1.0,0.7333161993561574,1.0,1.0,0.0
CXCL16:Q9H2A7:OID20282:v1,0.0399218539390775,0.0687181919255726,0.10864004586465,0.1601,0.26874004586465,0.14855193542381,0.255705068831395,1.0,0.5025,0.35,0.5025,1.0,1.0
PECAM1:P16284:OID21131:v1,0.0,0.151671130556305,0.151671130556305,0.117,0.268671130556305,0.0,0.564523364465166,1.0,0.8404312472261247,0.9325,0.9325,0.0,1.0
FCAMR:Q8WWV6:OID30332:v1,0.0938043519542611,0.0375596061334244,0.131363958087685,0.137,0.268363958087685,0.34954154284612,0.139957714147114,1.0,0.6545560259036266,0.9605055635163656,0.9605055635163656,0.0,1.0
GP1BA:P07359:OID20381:v1,0.0101880828970421,0.0680730255362561,0.0782611084332983,0.1901,0.268361108433298,0.0379640811461859,0.25366203744525,1.0,0.8150000000000001,1.0,1.0,0.0,1.0
PRCP:P42785:OID20337:v1,0.0148076957964976,0.0789879739600658,0.0937956697565635,0.1743,0.268095669756563,0.0552328794043685,0.29462607147586,1.0,0.5025,0.5025,0.5025,0.0,0.0
SCGB3A2:Q96PL1:OID20723:v1,0.0374607820352559,0.0590443878351395,0.0965051698703954,0.1714,0.267905169870395,0.139828514893454,0.220392864623342,1.0,1.0,0.35,1.0,1.0,0.0
LGALS9:O00182:OID20781:v1,0.114366665327438,0.006997656279631,0.121364321607069,0.1464,0.267764321607069,0.427116893845423,0.0261336396037844,1.0,0.7964920135771394,0.865,0.865,1.0,0.0
PLA2G15:Q8NCC3:OID21473:v1,0.0582933017732715,0.0795594259315135,0.137852727704785,0.1286,0.266452727704785,0.218775398831185,0.298587395283342,1.0,0.7821933511330085,0.865,0.865,0.0,1.0
OPTC:Q9UBM4:OID21362:v1,0.0642880345571215,0.0361089492720508,0.100396983829172,0.1655,0.265896983829172,0.241777975933807,0.135800522262596,1.0,0.35,0.35,0.35,1.0,0.0
GUSB:P08236:OID20296:v1,0.0237271705277568,0.0797142667423454,0.103441437270102,0.1619,0.265341437270102,0.0894212783795393,0.300421477935995,1.0,0.5025,0.865,0.865,0.0,0.0
CKAP4:Q07065:OID20617:v1,0.043854792294199,0.0770062740872344,0.120861066381433,0.1439,0.264761066381433,0.165639128492626,0.29085195621736,1.0,0.5025,0.5025,0.5025,0.0,1.0
ADA2:Q9NZK5:OID20394:v1,0.0573661973447206,0.0499219302229184,0.107288127567639,0.1573,0.264588127567639,0.21681319518033,0.188677892246531,1.0,0.8003806968536896,0.865,0.865,1.0,0.0
BPIFB2:Q8N4F0:OID30311:v1,0.0831704139796531,0.0402881466118245,0.123458560591477,0.1407,0.264158560591477,0.314850345161732,0.152515014170335,1.0,0.899948598068472,1.0,1.0,1.0,0.0
PI16:Q6UXB8:OID30676:v1,0.0661805048821336,0.0577154802298204,0.123895985111954,0.1395,0.263395985111954,0.251258593991112,0.219120576971926,1.0,0.8088901122351934,1.0,1.0,1.0,1.0
PRG2:P13727:OID30381:v1,0.0102850549537479,0.0870037379851695,0.0972887929389175,0.1661,0.263388792938917,0.0390489467641592,0.330324373388759,1.0,0.8445197902927084,0.9325,0.9325,1.0,0.0
SCGB3A1:Q96QR1:OID30577:v1,0.0111086513063736,0.100495298195587,0.111603949501961,0.1514,0.263003949501961,0.0422375836081915,0.382105661857515,1.0,0.7129703823268263,0.9325,0.9325,1.0,0.0
NECTIN4:Q96NY8:OID21490:v1,0.0487363582191921,0.00818387508114185,0.0569202333003339,0.2057,0.262620233300333,0.185577316746409,0.0311623936141383,1.0,0.6409432775085665,0.9325,0.9325,1.0,1.0
DDR1:Q08345:OID21009:v1,0.106454658759093,0.0523973583067667,0.15885201706586,0.1035,0.26235201706586,0.405770307961343,0.199721575967959,1.0,0.5525,0.9325,0.9325,0.0,1.0
